IMAGE_Num,Scramble,time,width,height,fix_time,Path,,,Shanaa,Raphael,Charlene,Holly,Alfred,Maria,Samantha,Katie,Mike,Marco,Tasfia,Emily
54,1,0.65,700,700,10,stim/1_stim_obj54.tif,,,faucet,faucet,faucet,faucet,faucet,faucet,faucet,faucet,faucet,faucet,faucet,faucet
36,16,0.65,700,700,10,stim/16_stim_obj36.tif,,,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon ,watermelon
24,64,0.65,700,700,10,stim/64_stim_obj24.tif,,,twine,twine,shell,tape,no idea,no idea,twine,twine,twine,no idea,twine,twine
74,64,0.65,700,700,10,stim/64_stim_obj74.tif,,,bottle,no idea,bottle,bottle,bottle,bottle,bottle,bottle,bottle,bottle,no idea,bottle
50,64,0.65,700,700,10,stim/64_stim_obj50.tif,,,couch,no idea ,no idea,couch,couch,couch,couch,couch,couch,couch,no idea,couch
10,256,0.65,700,700,10,stim/256_stim_obj10.tif,,,couch,no idea,no idea,no idea,couch,no idea,no idea,peanuts,couch,peanuts,shell ,no idea
61,256,0.65,700,700,10,stim/256_stim_obj61.tif,,,hat,no idea,hat,no idea,hat,no idea,hat,no idea,no idea,hat,hat,birds nest
65,64,0.65,700,700,10,stim/64_stim_obj65.tif,,,jeans,jeans,jeans,jeans,jeans,jeans,jeans,peanuts,jeans,jeans,jeans,jeans
13,1,0.65,700,700,10,stim/1_stim_obj13.tif,,,bench,bench,bench,bench,bench,bench,bench,bench,bench,bench,bench ,bench
19,256,0.65,700,700,10,stim/256_stim_obj19.tif,,,no idea,no idea,boombox,no idea,no idea,no idea,no idea,no idea,no idea,no idea,faucet,no idea
68,64,0.65,700,700,10,stim/64_stim_obj68.tif,,,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net,basketball net
80,256,0.65,700,700,10,stim/256_stim_obj80.tif,,,no idea,no idea,boombox,no idea,no idea,no idea,bag,no idea,no idea,no idea,no idea,no idea
67,4,0.65,700,700,10,stim/4_stim_obj67.tif,,,lemon,lemon,lemon,lemon,lemon,lemon,lemon,lemon,lemon,lemon,lemon,lemon
12,16,0.65,700,700,10,stim/16_stim_obj12.tif,,,shoe,shoe,shoe,shoe,shoe,shoe,shoe,shoe,shoe,shoe,shoe,shoe
42,64,0.65,700,700,10,stim/64_stim_obj42.tif,,,car,car,car,car,car,car,car,car,car,car,car,car
50,16,0.65,700,700,10,stim/16_stim_obj50.tif,,,couch,no idea,couch,couch,couch,couch,couch,couch,couch,couch,shell ,couch
17,256,0.65,700,700,10,stim/256_stim_obj17.tif,,,basket,basket,basket,basket,belt,basket,basket,basket,basket,basket,basket,basket
20,4,0.65,700,700,10,stim/4_stim_obj20.tif,,,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses
12,256,0.65,700,700,10,stim/256_stim_obj12.tif,,,shoe,shoe,shoe,no idea,no idea,shoe,shoe,shoe,shoe,shoe,shoe,shoe
77,256,0.65,700,700,10,stim/256_stim_obj77.tif,,,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea,mailbox,tupperwear,no idea,mailbox
35,4,0.65,700,700,10,stim/4_stim_obj35.tif,,,watch,watch,watch,watch,watch,watch,watch,watch,watch,watch,watch,watch
58,4,0.65,700,700,10,stim/4_stim_obj58.tif,,,stool,stool,stool,stool,stool ,stool,stool,stool,stool,stool,stool ,stool 
32,256,0.65,700,700,10,stim/256_stim_obj32.tif,,,no idea,no idea,no idea,no idea,vhs,no idea,printer,no idea,no idea,vhs,no idea,no idea
65,4,0.65,700,700,10,stim/4_stim_obj65.tif,,,jeans,jeans,jeans,jeans,jeans,jeans,jeans,jeans,jeans,jeans,jeans,jeans
28,4,0.65,700,700,10,stim/4_stim_obj28.tif,,,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear,tupperwear
43,64,0.65,700,700,10,stim/64_stim_obj43.tif,,,no idea,no idea,no idea,no idea,no idea,jar,tupperwear,mirror,mirror,tupperwear,faucet,no idea
10,64,0.65,700,700,10,stim/64_stim_obj10.tif,,,no idea,no idea,no idea,shell,peanuts,no idea,shell,no idea,shell,no idea,shell,shell 
61,4,0.65,700,700,10,stim/4_stim_obj61.tif,,,hat,hat,hat,hat,hat,hat,hat,hat,hat,hat,hat,hat
60,256,0.65,700,700,10,stim/256_stim_obj60.tif,,,no idea,no idea,no idea,no idea,no idea,no idea,tupperwear,no idea,no idea,no idea,no idea,no idea
5,1,0.65,700,700,10,stim/1_stim_obj5.tif,,,barrel,barrel ,barrel,barrel,barrel,barrel,barrel,barrel,barrel,barrel,barrel ,barrel
33,4,0.65,700,700,10,stim/4_stim_obj33.tif,,,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball
22,64,0.65,700,700,10,stim/64_stim_obj22.tif,,,no idea,no idea,no idea,no idea,no idea,no idea,tape,no idea,no idea,no idea,no idea,tape
6,4,0.65,700,700,10,stim/4_stim_obj6.tif,,,battery,no idea,battery,battery,battery,battery,battery,battery,battery,battery,battery,battery
20,16,0.65,700,700,10,stim/16_stim_obj20.tif,,,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses,sunglasses
37,256,0.65,700,700,10,stim/256_stim_obj37.tif,,,no idea,no idea,no idea,no idea,no idea,no idea,box,no idea,box,no idea,no idea,no idea
47,4,0.65,700,700,10,stim/4_stim_obj47.tif,,,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans
33,64,0.65,700,700,10,stim/64_stim_obj33.tif,,,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,volleyball,scale,volleyball,volleyball,volleyball,volleyball
7,16,0.65,700,700,10,stim/16_stim_obj7.tif,,,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest,birds nest
3,4,0.65,700,700,10,stim/4_stim_obj3.tif,,,tv router,tv router,tv router,tv router,tv router,tv router,tv router,tv router,tv router,tv router,tv router,tv router
75,256,0.65,700,700,10,stim/256_stim_obj75.tif,,,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea,no idea
36,64,0.65,700,700,10,stim/64_stim_obj36.tif,,,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon,watermelon
34,16,0.65,700,700,10,stim/16_stim_obj34.tif,,,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine,washing machine
47,256,0.65,700,700,10,stim/256_stim_obj47.tif,,,no idea,no idea,no idea,no idea,coffee beans,no idea,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans,coffee beans
